tic,n_events_ge2,max_event_snr,period_fap,tls_sde,ra,dec,Tmag,Teff,rad
150359212,36,4.579980720603354,0.5334665334665335,9.00080192865434,96.069921076316,-60.3657522775315,10.0399,4924.39,0.685054
152272780,5,2.866927834561983,0.5914085914085914,4.096911135254419,328.999406678376,-30.9234066759142,7.55512,6522.0,2.44486
152318730,8,3.017583108312331,0.0159840159840159,5.93774505165148,29.4919972421875,-37.6270470539591,9.5257,5677.0,1.17905
152536709,6,3.3052432012942115,0.7372627372627373,4.773917204111381,63.7503470213607,-47.071686676168,10.0492,6473.6,1.11035
152475818,10,3.7727145883976334,0.4805194805194805,5.414906317250674,62.4708335762962,-46.3699563979227,12.6224,3415.0,0.323114
152537042,10,3.559380575906598,0.6493506493506493,8.376382829810968,63.9404230063476,-47.375566663892,9.0444,5929.0,1.73798
150442748,18,5.896207748283782,0.2767232767232767,6.664675563443503,97.9395536597587,-62.7508589160708,10.452,5390.1,2.19545
154844651,12,2.7423959165363714,0.6733266733266733,5.3874294854712925,345.974460382438,-34.6540820064867,8.6828,5491.0,0.830784
154616668,12,4.322354344789685,0.7412587412587412,8.214159316805372,345.737798891467,-33.6787621889806,10.2126,5237.0,0.727866
155315895,6,3.729428541503747,0.4035964035964036,5.687461945396097,346.431538767953,-34.3712323188108,9.4278,4197.0,0.704
154844384,10,4.463045575131485,0.4265734265734265,8.146390037425672,345.871875285847,-35.2506682871967,9.7503,5959.0,0.958373
