tic,n_events_ge2,max_event_snr,period_fap,tls_sde,ra,dec,Tmag,Teff,rad
270621379,17,3.668929153965349,0.6133866133866134,5.114155395831377,358.680473028603,-33.6431113277591,8.4622,6116.0,1.238
277802122,2,3.0341370797790126,0.3346653346653346,3.9395915428998,344.373331643404,-69.7801451598901,9.3689,6541.0,1.56646
277892347,14,3.510566781357121,0.4985014985014985,5.642750460357398,353.784841722534,-73.1741378097326,8.9468,5557.0,1.12647
281598447,32,3.3856082947729025,0.4245754245754246,6.5369660430070375,8.90521858214784,-59.7510857664198,10.826,5084.0,0.789324
281729296,30,3.3840845221007645,0.9270729270729272,6.447126324617379,11.7789514648224,-58.3445928279392,9.43,6420.0,1.41729
281788484,14,2.977032106400214,0.6343656343656343,5.377129023619575,13.4582135955724,-56.9461855820295,9.5394,5570.0,1.02304
293166958,3,2.9523924434465902,0.0719280719280719,6.313940330910108,66.6547839990664,-55.421167088253,8.9588,5923.0,1.00168
293224564,38,3.3321232691351095,0.3986013986013986,6.65772531311962,98.3877189934117,-60.5951834447139,9.9519,6042.9,1.50641
293270932,28,5.123538270762082,0.945054945054945,10.341880044049567,98.8445535360064,-63.8238709339228,10.4305,5575.08,1.14793
299134860,10,3.2432266368857237,0.3866133866133866,7.006588008365462,22.0222396538767,-8.25364449185377,10.3954,5866.0,0.868249
313934186,2,2.0388309013831036,0.0889110889110889,6.133427586980193,0.762299379583907,-29.7955936807281,13.1731,3822.0,0.676784
316915259,21,3.4000565449015685,0.4355644355644356,5.8859873968765095,356.046047819978,-54.6901460968598,8.6244,6424.3,1.87457
316967137,7,3.3502962953012227,0.3836163836163836,3.310061913041256,356.5159272584,-58.4315864320047,9.6395,5925.5,2.72821
317128444,13,3.973491192497321,0.7892107892107892,5.1922305428342215,348.928788677537,-80.0380858224792,10.0026,6314.0,1.24757
326198086,2,2.343304842143565,0.1668331668331668,9.681199557113551,17.3280263088581,-24.5065785142624,11.6585,3159.0,0.227568
364264680,1,2.3603570243984584,,6.3827368469446535,62.3814859020889,-55.3486385886446,13.499,3161.0,0.212159
